id,title,overview,genres,vote_average,original_language,keywords
16869,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","Drama, Thriller, War",8.217,en,"guerrilla warfare, paris, france, self sacrifice, world war ii, jew persecution, german occupation of france, resistance fighter, nazism, anti-fascism, approving, enthusiastic, excited"
1597280,Kenatha Kanom,"Desperate to find water, residents of a parched village start digging a new well, but what they find is not water but a dinosaur fossil.","Comedy, Drama, Family",0.0,ta,
38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","Science Fiction, Drama, Romance",8.1,en,"new york city, regret, jealousy, deja vu, amnesia, dreams, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, 2000s, memory manipulation, psychological drama, enchant"
1061474,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.","Science Fiction, Adventure, Action",7.338,en,"dual identity, superhero, based on comic, super power, reboot, modern day adaptation, aftercreditsstinger, duringcreditsstinger, epic battle, supervillain, dc universe (dcu), anti-imperialism, hopeful, blockbuster, alien heritage, symbol of hope, journalistic investigation, city destruction, world‑saving mission"
8587,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.","Animation, Family, Drama",8.253,en,"father murder, loss of loved one, africa, lion, cartoon, manipulation, villain, redemption, musical, uncle, coming of age, murder, shaman, king, animals, nature, father son relationship, inspirational"
269955,Obsessed,"A secret, passionate affair happens in the summer of 1969 between Colonel Jin Pyeong, trapped in a loveless marriage with Soo Jin, and Jong Ga Heun, the Chinese-Korean wife of Captain Kyung Woo Jin.","Drama, Romance",6.7,ko,"vietnam war, military base, love affair, 1960s, korean army"
1688935,Oye Bhole Oye 2,"A simple village boy refuses to sell his land when a powerful company offers big money, even as his own family gives in. As he stands alone, his fight turns from a personal struggle into a larger battle to protect his roots and expose the truth behind the project.","Comedy, Drama, Action",0.0,pa,
4257,Scary Movie 4,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",Comedy,5.492,en,"haunted house, haunting, puppet, parody, alien life-form, riesen-ipod, sequel, crude humor, spoof, conflict, horror spoof, alien invasion, family, weed, horror parody, dumb blonde, hilarious"
1414413,Brothers Under Fire,"Captain Jordan Wright's squadron on leave for a wedding in Mexico encounters a murderous cartel. As Jordan tries to lead survivors to safety, war erupts between his squad and the cartel, forcing him into a battle to save his men.","Action, Thriller, Mystery, Drama",5.9,en,"survival, military, cartel, action, méxico"
1699574,Deool Band 2,"The story follows a farmer who decides to question and test his faith, setting off a journey filled with emotional and life-altering moments. At its core, the narrative centers on a woman who tirelessly struggles for her family, facing hardships with resilience, as her path ultimately leads her to confront the very idea of divine power","Comedy, Drama",0.0,mr,
1530510,Mexico 86,"When a last-minute chance to host the 1986 World Cup appears, a cunning Mexican bureaucrat, armed with nothing but guts and audacity, cons his way through FIFA to beat the United States, but in a country of power games, every victory has a price.","Comedy, History, Drama",7.547,es,"1980s, historical comedy"
1316092,"""Wuthering Heights""","Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.","Romance, Drama",6.7,en,"dying and death, infidelity, based on novel or book, forbidden love, grief, orphan, period drama, biting, sexual sadism, kinky, foster child, 18th century, woman director, gothic romance, whitewashing, passion and romance, romantic drama, dramatic, violence, conceited, ghoulish, gothic period, pettiness, period romance, sensual"
1439584,Ugly Story,"Follows a man who becomes obsessively attached to a girl in love with someone else, descending into a dark psychological state as he struggles with rejection, leading to dangerous consequences.","Romance, Drama, Thriller",4.0,te,
222517,Snow White and 7 Wise Men,The king and the queen conceive Snow White during a sexual relationship in the snow.,Comedy,4.7,it,parody
216015,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","Drama, Romance, Thriller",5.866,en,"bad smell, based on novel or book, eroticism, perversion, spanking, billionaire, psychological thriller, rich, bdsm, woman director, psychological drama, baffled"
569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.","Animation, Action, Adventure, Science Fiction",8.336,en,"new york city, hero, double life, sacrifice, secret identity, superhero, villain, portal, based on comic, sequel, romance, alter ego, alternate dimension, parenting, family, alternate version, super power, brooklyn, new york city, superhero team, spider bite, super villain, cliffhanger, masked superhero, teenage romance, young heroes, teen superhero, teen social issues, chelsea, alternate universe, superhero teamup, female superhero, slow burn romance, interdimensional travel, ambiguous, cliché, enthusiastic, excited, vibrant, multiverse"
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.","Animation, Action, Romance, Fantasy",8.418,ja,"manipulation, melancholy, gore, sequel, tragedy, loneliness, chainsaw, star crossed lovers, tragic romance, mysterious, shocking, aggressive, frantic, anime, philosophical, dark romance, complex, thought provoking, loving, playful, introspective, serious, intimate, depressed, dramatic, intense, romantic, bitter, awestruck, distressing, excited, exhilarated, foreboding, ominous, optimistic, sincere, sympathetic, vibrant"
1669050,Tayuan 2,"A charming bus conductor drawn to both men and women who feels an unexpected spark with a shy commuter. On crowded bus rides where bodies brush, desire grows and love becomes messy.",Drama,4.9,tl,sexy
448772,A Great Love,Two couples meet at a spa when they realize their respective suites share a bathroom.,"Drama, Comedy",5.0,it,erotic movie
1213898,Border 2,"Three idealistic soldiers in the Indian army, navy and air force face grueling combat conditions in this film set during the 1971 Indo-Pak war.","Action, Drama, War",7.2,hi,"1970s, based on true story, sequel, indian army, historical drama, india pakistan war, historical epic, war drama, indian air force, india pakistan conflict, epic drama"
